package_date,short_name,bc_id,ncit_code,parent_bc_id,bc_categories,synonyms,result_scales,definition,system,system_name,code,dec_id,ncit_dec_code,dec_label,data_type,example_set
2026-07-14,AJCC v7 - Regional Lymph Nodes (N),C141697,C141697,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Regional Lymph Nodes (N);AJCC102,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Regional lymph nodes (N).,,,,C25372,C25372,Category,string,AJCC V7
2026-07-14,AJCC v7 - Regional Lymph Nodes (N),C141697,C141697,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Regional Lymph Nodes (N);AJCC102,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Regional lymph nodes (N).,,,,C91106,C91106,Clinical or Research Assessment Answer,string,NX;N0;N1;N2;N3
2026-07-14,AJCC v7 - Residual Tumor (R),C176205,C176205,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,,,,C25372,C25372,Category,string,AJCC V7
2026-07-14,AJCC v7 - Residual Tumor (R),C176205,C176205,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,,,,C25692,C25692,Subcategory,string,
2026-07-14,AJCC v7 - Residual Tumor (R),C176205,C176205,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,,,,C91106,C91106,Clinical or Research Assessment Answer,string,RX;R0;R1;R2
2026-07-14,AJCC v7 - Residual Tumor (R),C176205,C176205,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,,,,C46126,C46126,Ordinal Position,string,RX;R0;R1;R2
2026-07-14,AJCC v7 - Residual Tumor (R),C176205,C176205,C141675,QRS;Clinical or Research Assessment Classification;AJCC Cancer Staging Manual 7th Edition Clincal Classification;AJCC V7;AJCC V7 Clinical Classification Question,AJCC1-Residual Tumor (R);AJCC105,,AJCC Cancer Staging Manual 7th Edition (AJCC v7) Residual tumor (R).,,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,AJCC v7 Clinical Classification Question,C141675,C141675,C91102,QRS Instrument Questions,,,A question associated with the AJCC v7 clinical classification.,,,,,,,,
2026-07-14,ATLAS Score Clinical Classification,C147589,C147589,C118969,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,ATLAS Score Clinical Classification,C147589,C147589,C118969,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",,,,C82556,C82556,Not-Done Reason,string,
2026-07-14,ATLAS Score Clinical Classification,C147589,C147589,C118969,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",,,,C82525,C82525,Test Occurrence,string,N;Y
2026-07-14,ATLAS Score Clinical Classification,C147589,C147589,C118969,QRS;Clinical or Research Assessment Classification;ATLAS Score Clinical Classification;ATLAS;ATLAS1,ATLAS;ATLAS1,,"A standardized scoring system created by Miller et al. in 2013 that assesses age, treatment with systemic antibiotics, leukocyte count, albumin and serum creatinine to predict treatment response or mortality from Clostridium difficile infection.",,,,C25372,C25372,Category,string,ATLAS
2026-07-14,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C102111,C118969,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C102111,C118969,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",,,,C25372,C25372,Category,string,AIMS
2026-07-14,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C102111,C118969,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",,,,C82525,C82525,Test Occurrence,string,N;Y
2026-07-14,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C102111,C118969,QRS;Clinical or Research Assessment Classification;Abnormal Involuntary Movement Scale Clinical Classification;AIMS;AIMS01,AIMS;AIMS01,,"A standardized rating scale developed by William Guy in 1976 which is used to evaluate the severity of tardive dyskinesia in individuals taking neuroleptic agents. This instrument contains 5 sections with a total of 12 items pertaining to facial and oral movements, global judgments, trunk movements, dental status, and extremity movements. Each item is rated on either a 0 to 4 scale with 0 being none and 4 being severe, or as 'yes' or 'no.'",,,,C82556,C82556,Not-Done Reason,string,
2026-07-14,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C121005,C118969,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C121005,C118969,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",,,,C25372,C25372,Category,string,APACHE II
2026-07-14,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C121005,C118969,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",,,,C82556,C82556,Not-Done Reason,string,
2026-07-14,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C121005,C118969,QRS;Clinical or Research Assessment Classification;Acute Physiology and Chronic Health Evaluation II Clinical Classification;APACHE II;APCH1,APACHE II,,"A standardized rating scale developed by Knaus et al in 1985, which is a classification system used to measure severity of disease. This instrument uses a point score system based on physiological measurements, age and previous health status.",,,,C82525,C82525,Test Occurrence,string,N;Y
2026-07-14,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test,C100762,C100762,C222259,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC,,,"The CDISC version of the Alzheimer's Disease Assessment Scale-Cognitive (CDISC ADAS-Cog) containing 15 summary-level tests. This version is based on combining the total pool of ADAS-Cog tests that were observed during a review of multiple case report forms administered in clinical trials of Alzheimer's disease, as well as the CRF administered in the Alzheimer's Disease Neuroimaging Initiative (ADNI) observational study. (Modified from Mohs RC, Rosen WG, Davis KL. The Alzheimer's disease assessment scale: an instrument for assessing treatment efficacy. Psychopharmacol Bull 1983;19(3):448-450. Rosen WG, Mohs RC, Davis KL. A new rating scale for Alzheimer's disease. Am J Psychiatry 1984;141(11):1356-1364. Mohs RC, Knopman D, Petersen RC et al. Development of cognitive instruments for use in clinical trials of antidementia drugs: additions to the Alzheimer's Disease Assessment Scale that broaden its scope. The Alzheimer's Disease Cooperative Study. Alzheimer Dis Assoc Disord 1997;11 Suppl 2:S13-S21. Wouters H, van Gool WA, Schmand B, Lindeboom R. Revising the ADAS-cog for a more accurate assessment of cognitive impairment. Alzheimer Dis Assoc Disord 2008;22(3):236-244.).",,,,C82556,C82556,Not-Done Reason,string,Participant refused;Participant unable for physical reasons;Participant unable for cognitive reasons;Not done for reasons other than physical/cognitive
2026-07-14,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test,C100762,C100762,C222259,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC,,,"The CDISC version of the Alzheimer's Disease Assessment Scale-Cognitive (CDISC ADAS-Cog) containing 15 summary-level tests. This version is based on combining the total pool of ADAS-Cog tests that were observed during a review of multiple case report forms administered in clinical trials of Alzheimer's disease, as well as the CRF administered in the Alzheimer's Disease Neuroimaging Initiative (ADNI) observational study. (Modified from Mohs RC, Rosen WG, Davis KL. The Alzheimer's disease assessment scale: an instrument for assessing treatment efficacy. Psychopharmacol Bull 1983;19(3):448-450. Rosen WG, Mohs RC, Davis KL. A new rating scale for Alzheimer's disease. Am J Psychiatry 1984;141(11):1356-1364. Mohs RC, Knopman D, Petersen RC et al. Development of cognitive instruments for use in clinical trials of antidementia drugs: additions to the Alzheimer's Disease Assessment Scale that broaden its scope. The Alzheimer's Disease Cooperative Study. Alzheimer Dis Assoc Disord 1997;11 Suppl 2:S13-S21. Wouters H, van Gool WA, Schmand B, Lindeboom R. Revising the ADAS-cog for a more accurate assessment of cognitive impairment. Alzheimer Dis Assoc Disord 2008;22(3):236-244.).",,,,C25372,C25372,Category,string,ADAS-COG
2026-07-14,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test,C100762,C100762,C222259,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC,,,"The CDISC version of the Alzheimer's Disease Assessment Scale-Cognitive (CDISC ADAS-Cog) containing 15 summary-level tests. This version is based on combining the total pool of ADAS-Cog tests that were observed during a review of multiple case report forms administered in clinical trials of Alzheimer's disease, as well as the CRF administered in the Alzheimer's Disease Neuroimaging Initiative (ADNI) observational study. (Modified from Mohs RC, Rosen WG, Davis KL. The Alzheimer's disease assessment scale: an instrument for assessing treatment efficacy. Psychopharmacol Bull 1983;19(3):448-450. Rosen WG, Mohs RC, Davis KL. A new rating scale for Alzheimer's disease. Am J Psychiatry 1984;141(11):1356-1364. Mohs RC, Knopman D, Petersen RC et al. Development of cognitive instruments for use in clinical trials of antidementia drugs: additions to the Alzheimer's Disease Assessment Scale that broaden its scope. The Alzheimer's Disease Cooperative Study. Alzheimer Dis Assoc Disord 1997;11 Suppl 2:S13-S21. Wouters H, van Gool WA, Schmand B, Lindeboom R. Revising the ADAS-cog for a more accurate assessment of cognitive impairment. Alzheimer Dis Assoc Disord 2008;22(3):236-244.).",,,,C82525,C82525,Test Occurrence,string,N;Y
2026-07-14,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test,C100762,C100762,C222259,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC,,,"The CDISC version of the Alzheimer's Disease Assessment Scale-Cognitive (CDISC ADAS-Cog) containing 15 summary-level tests. This version is based on combining the total pool of ADAS-Cog tests that were observed during a review of multiple case report forms administered in clinical trials of Alzheimer's disease, as well as the CRF administered in the Alzheimer's Disease Neuroimaging Initiative (ADNI) observational study. (Modified from Mohs RC, Rosen WG, Davis KL. The Alzheimer's disease assessment scale: an instrument for assessing treatment efficacy. Psychopharmacol Bull 1983;19(3):448-450. Rosen WG, Mohs RC, Davis KL. A new rating scale for Alzheimer's disease. Am J Psychiatry 1984;141(11):1356-1364. Mohs RC, Knopman D, Petersen RC et al. Development of cognitive instruments for use in clinical trials of antidementia drugs: additions to the Alzheimer's Disease Assessment Scale that broaden its scope. The Alzheimer's Disease Cooperative Study. Alzheimer Dis Assoc Disord 1997;11 Suppl 2:S13-S21. Wouters H, van Gool WA, Schmand B, Lindeboom R. Revising the ADAS-cog for a more accurate assessment of cognitive impairment. Alzheimer Dis Assoc Disord 2008;22(3):236-244.).",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Appropriate Developmental Age Indicator,C171499,C171499,C25180,Subject Characteristics;Indicators,ADEVAIND;Appropriate Development For Age Indicator,Nominal,"An indication as to whether the subject's chronological age matches their physical, emotional, social, and cognitive functioning.",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Appropriate Developmental Age Indicator,C171499,C171499,C25180,Subject Characteristics;Indicators,ADEVAIND;Appropriate Development For Age Indicator,Nominal,"An indication as to whether the subject's chronological age matches their physical, emotional, social, and cognitive functioning.",,,,C25372,C25372,Category,string,
2026-07-14,Appropriate Developmental Age Indicator,C171499,C171499,C25180,Subject Characteristics;Indicators,ADEVAIND;Appropriate Development For Age Indicator,Nominal,"An indication as to whether the subject's chronological age matches their physical, emotional, social, and cognitive functioning.",,,,C70856,C70856,Observation Result,string,N;Y;U
2026-07-14,Birth Country,C200441,C200441,C16632,Subject Characteristics,BRCTRY;Country of Birth;Birth Country,Nominal,The country where a subject was born.,,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Birth Country,C200441,C200441,C16632,Subject Characteristics,BRCTRY;Country of Birth;Birth Country,Nominal,The country where a subject was born.,,,,C25372,C25372,Category,string,
2026-07-14,Birth Country,C200441,C200441,C16632,Subject Characteristics,BRCTRY;Country of Birth;Birth Country,Nominal,The country where a subject was born.,,,,C70856,C70856,Observation Result,string,Australia;Austria
2026-07-14,Birth Country Code,C93516,C93516,,Subject Characteristics,BRCTRYCD;Birth Country Code;birthCountryCode,Nominal,A coded value specifying the name of the country in which the biologic entity is born.,,,,C25372,C25372,Category,string,
2026-07-14,Birth Country Code,C93516,C93516,,Subject Characteristics,BRCTRYCD;Birth Country Code;birthCountryCode,Nominal,A coded value specifying the name of the country in which the biologic entity is born.,,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Birth Country Code,C93516,C93516,,Subject Characteristics,BRCTRYCD;Birth Country Code;birthCountryCode,Nominal,A coded value specifying the name of the country in which the biologic entity is born.,,,,C70856,C70856,Observation Result,string,
2026-07-14,Birth Plurality,C198361,C198361,C92720,Subject Characteristics,BTHPLRTY;Birth Plurality,Nominal,"The number of fetuses delivered live or dead at any time in the pregnancy, regardless of gestational age or if the fetuses were delivered at different dates in the pregnancy. (CDC)",,,,C82515,C82515,Collection Date Time,datetime,
2026-07-14,Birth Plurality,C198361,C198361,C92720,Subject Characteristics,BTHPLRTY;Birth Plurality,Nominal,"The number of fetuses delivered live or dead at any time in the pregnancy, regardless of gestational age or if the fetuses were delivered at different dates in the pregnancy. (CDC)",,,,C70856,C70856,Observation Result,integer,
2026-07-14,Birth Plurality,C198361,C198361,C92720,Subject Characteristics,BTHPLRTY;Birth Plurality,Nominal,"The number of fetuses delivered live or dead at any time in the pregnancy, regardless of gestational age or if the fetuses were delivered at different dates in the pregnancy. (CDC)",,,,C25372,C25372,Category,string,
2026-07-14,Breast Cancer Diagnostic or Therapeutic Procedure,C79427,C79427,,Procedures;Interventions,,,Any procedure for diagnosis or treatment of breast cancer.,,,,,,,,
